TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;ID_DOC;VL_PATRIM_LIQ;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;CD_ATIVO;DS_ATIVO;DT_VENC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;RISCO_EMISSOR;CD_SELIC;DT_INI_VIGENCIA;CD_PAIS;PAIS;CD_BV_MERC;BV_MERC
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;5241.00;97516.83;9258.00;198861.84;;;;A??es - MRFG3;;PJ;3853896000140;MARFRIG GLOBAL FOODS S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;8633.00;63790.52;15008.00;120514.24;;;;A??es - RANI3;;PJ;92791243000103;CELULOSE IRANI S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;3061.00;55229.93;5580.00;119691.00;;;;A??es - TUPY3;;PJ;84683374000149;TUPY S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;2091.00;68767.59;3750.00;136312.50;;;;A??es - DIRR3;;PJ;16614075000100;DIRECIONAL ENGENHARIA S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;2633.00;56476.86;4457.00;99480.24;;;;A??es - LOGN3;;PJ;42278291000124;LOG-IN LOGISTICA INTERMODAL S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;28695.00;66566.55;51812.00;156990.36;;;;A??es - HBSA3;;PJ;12648327000153;HIDROVIAS DO BRASIL S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;8007.00;72610.62;16002.00;146898.36;;;;A??es - PNVL3;;PJ;92665611000177;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;4482.00;64590.30;8025.00;130005.00;;;;A??es - TTEN3;;PJ;94813102000170;TR?S TENTOS AGROINDUSTRIAL S/A;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;14381.00;60413.77;25900.00;113442.00;;;;A??es - ARML3;;PJ;242184000104;ARMAC LOCA??O, LOG?STICA E SERVI?OS S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;2380.00;69287.20;4260.00;126181.20;;;;A??es - LEVE3;;PJ;60476884000187;MAHLE-METAL LEVE S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;80241.00;327373.47;144766.00;673161.90;;;;A??es - PETZ3;;PJ;18328118000109;PET CENTER COMERCIO  E PARTICIPACOES S.A;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;17706.00;101113.50;29407.00;207907.49;;;;A??es - MOVI3;;PJ;21314559000166;MOVIDA PARTICIPACOES SA;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;3283.00;61181.01;5832.00;115415.28;;;;A??es - SLCE3;;PJ;89096457000155;SLC AGRICOLA S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;22646.00;72666.98;43087.00;135293.18;;;;A??es - ZAMP3;;PJ;13574594000196;BK BRASIL OPERA??O E ASSESSORIA A RESTAU;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;28056.00;76619.10;55663.00;200943.43;;;;A??es - LWSA3;;PJ;2351877000152;LOCAWEB SERVI?OS DE INTERNET S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;15899.00;78836.94;26808.00;134040.00;;;;A??es - LIGT3;;PJ;3378521000175;LIGHT S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;3555.00;73224.00;6309.00;139491.99;;;;A??es - VIVA3;;PJ;33839910000111;VIVARA PARTICIPA?OES S.A;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;5772.00;70690.92;11372.00;120656.92;;;;A??es - SBFG3;;PJ;13217485000111;GRUPO SBF SA;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;2663.00;68101.82;4770.00;151876.80;;;;A??es - AZZA3;;PJ;16590234000176;AREZZO IND?STRIA E COM?RCIO S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;1693.00;72469.35;3036.00;148885.44;;;;A??es - ORVR3;;PJ;11421994000136;HAZTEC  INVESTIMENTOS E PARTICIPACOES S/A;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;17652.00;65308.08;34918.00;142814.62;;;;A??es - CSED3;;PJ;62984091000102;CRUZEIRO DO SUL EDUCACIONAL S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;12453.00;67858.65;21924.00;132640.20;;;;A??es - ONCO3;;PJ;12104241000402;ONCOCLINICAS DO BRASIL SERVICOS MEDICOS;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;6880.00;74100.68;11668.00;124614.24;;;;A??es - ODPV3;;PJ;58119199000151;ODONTOPREV S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;5067.00;61387.89;9097.00;112075.04;;;;A??es - MYPK3;;PJ;61156113000175;IOCHPE MAXION S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;6097.00;74499.84;11994.00;140089.92;;;;A??es - PLPL3;;PJ;24230275000180;PLANO & PLANO DESENVOLVIMENTO IMOBILI?RI;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;22044.00;105586.26;39516.00;211805.76;;;;A??es - SIMH3;;PJ;7415333000120;SIMPAR S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;2862.00;57324.78;5112.00;99735.12;;;;A??es - SMTO3;;PJ;51466860000156;SAO MARTINHO S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;5350.00;71171.98;10104.00;142971.60;;;;A??es - INTB3;;PJ;82901000000127;INTELBRAS S.A. IND DE TELEC ELETRONICA B;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação preferencial;N;Para negociação;0.00;0.00;9657.00;60059.91;17222.00;121242.88;;;;A??es - POMO4;;PJ;88611835000129;MARCOPOLO S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação preferencial;N;Para negociação;0.00;0.00;10417.00;59988.16;18613.00;102929.89;;;;A??es - USIM5;;PJ;60894730000105;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação preferencial;N;Para negociação;0.00;0.00;3223.00;65639.77;5772.00;125252.40;;;;A??es - ABCB4;;PJ;28195667000106;BCO ABC BRASIL S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação preferencial;N;Para negociação;0.00;0.00;199895.00;367749.75;355986.00;644334.66;;;;A??es - RAIZ4;;PJ;33453598000123;RAIZEN S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação preferencial;N;Para negociação;0.00;0.00;18399.00;60881.19;31255.00;45944.85;;;;A??es - AZUL4;;PJ;9305994000129;AZUL S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação preferencial;N;Para negociação;0.00;0.00;1356.00;77984.76;2590.00;141336.30;;;;A??es - UNIP6;;PJ;33958695000178;UNIPAR CARBOCLORO S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação preferencial;N;Para negociação;0.00;0.00;5633.00;62064.62;10074.00;115851.00;;;;A??es - BRSR6;;PJ;92702067000196;BCO ESTADO DO RIO GRANDE DO SUL S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação preferencial;N;Para negociação;0.00;0.00;9296.00;70450.76;16341.00;124355.01;;;;A??es - BPAN4;;PJ;59285411000113;BCO PAN S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;AÇÕES;Ação preferencial;N;Para negociação;0.00;0.00;7091.00;60400.82;12619.00;113192.43;;;;A??es - RAPT4;;PJ;89086144000116;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;OUTROS VALORES MOBILIÁRIOS REGISTRADOS NA CVM OBJETO DE OFERTA PÚBLICA;Bônus de subscrição;N;Para negociação;0.00;0.00;0.00;0.00;94736.00;180945.76;;;;Direito - BEEF1;;PJ;67620377000114;MINERVA S.A.;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;COTAS DE FUNDOS;;S;;277.19;40904.32;207.51;30472.18;104.64;15478.29;;;;;;PJ;43105440000116;BNP PARIBAS SOBERANO II CIC DE CLASSE DE INVESTIMENTO RENDA FIXA SIMPLES - RESP LIMITADA;;;;;;;
CLASSES FIIM;45.814.400/0001-79;INVESTO MARKETVECTOR BRAZIL SMALL CAP VALUE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896857;10506980.59;BRAZILIAN DEPOSITORY RECEIPT - BDR;BDR nível I;N;Para negociação;0.00;0.00;1940.00;61304.56;3481.00;131407.75;;;;A??es - INBR32;;PJ;42737954000121;INTER PLATFORM, INC.;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;107.00;272.85;30452.00;97141.88;;;;A??es - ANIM3;;PJ;9288252000132;GAEC EDUCA??O S.A.;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;22.00;284.24;5493.00;78494.97;;;;A??es - YDUQ3;;PJ;8807432000110;ESTACIO PARTICIPACOES S.A.;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;12.00;240.00;3375.00;74621.25;;;;A??es - VIVA3;;PJ;33839910000111;VIVARA PARTICIPA?OES S.A;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;24.00;290.16;6458.00;83889.42;;;;A??es - FLRY3;;PJ;60840055000131;FLEURY S.A.;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;27.00;335.88;7609.00;102797.59;;;;A??es - ENEV3;;PJ;4423567000121;ENEVA S.A;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;28.00;814.24;6770.00;216775.40;;;;A??es - RDOR3;;PJ;6047087000139;REDE DOR SAO LUIZ S/A;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;12.00;285.96;3123.00;79230.51;;;;A??es - MDIA3;;PJ;7206816000115;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;60.00;352.80;16585.00;117255.95;;;;A??es - MOVI3;;PJ;21314559000166;MOVIDA PARTICIPACOES SA;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;14.00;204.54;4297.00;69396.55;;;;A??es - TEND3;;PJ;71476527000135;CONSTRUTORA TENDA S.A.;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;227.00;513.02;64157.00;148844.24;;;;A??es - HAPV3;;PJ;5197443000138;HAPVIDA PARTICIPACOES E INVESTIMENTOS SA;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;110.00;3062.50;30006.00;868073.58;;;;A??es - BBAS3;;PJ;191;BCO BRASIL S.A.;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;41.00;215.25;10986.00;66465.30;;;;A??es - ONCO3;;PJ;12104241000402;ONCOCLINICAS DO BRASIL SERVICOS MEDICOS;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;37.00;192.40;10378.00;57390.34;;;;A??es - DXCO3;;PJ;97837181000147;DURATEX S.A.;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;72.00;511.20;20346.00;158088.42;;;;A??es - CSAN3;;PJ;50746577000115;COSAN S.A. INDUSTRIA E COMERCIO;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;13.00;310.05;3487.00;89755.38;;;;A??es - MULT3;;PJ;7816890000153;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;9.00;357.84;1906.00;79232.42;;;;A??es - EGIE3;;PJ;2474103000119;CENTR GERAD SUL BRASIL S/A-GERASUL(TBLE);;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;87.00;190.53;23928.00;51923.76;;;;A??es - CVCB3;;PJ;10760260000119;CVC BRASIL OPERADORA E AG?NCIA DE VIAGEN;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;17.00;681.53;3892.00;166460.84;;;;A??es - BBSE3;;PJ;17344597000194;BB SEGURIDADE PARTICIPA??ES S.A.;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;29.00;1124.91;7774.00;333971.04;;;;A??es - RENT3;;PJ;16670085000155;LOCALIZA RENT A CAR S.A.;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;58.00;439.64;17579.00;135358.30;;;;A??es - GMAT3;;PJ;24990777000109;GRUPO MATEUS S.A.;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;40.00;166.00;10464.00;41123.52;;;;A??es - CBAV3;;PJ;61409892000173;Companhia Brasileira de Alum?nio;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;48.00;293.28;12807.00;84654.27;;;;A??es - ECOR3;;PJ;4149454000180;ECORODOVIAS INFRAESTRUTURA E LOG?STICA S;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;112.00;430.08;26846.00;113558.58;;;;A??es - PCAR3;;PJ;47508411000156;CIA BRASILEIRA DE DISTRIBUICAO;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;54.00;227.88;14817.00;76011.21;;;;A??es - JHSF3;;PJ;8294224000165;JHSF PARTICIPACOES S.A.;;;;;;;
CLASSES FIIM;45.823.539/0001-89;INVESTO MARKETVECTOR BRAZIL DOMESTIC EXPOSURE ETF CLASSE DE ÍNDICE - RESPONSABILIDADE LIMITADA;2025-04-30;896860;19713617.34;AÇÕES;Ação ordinária;N;Para negociação;0.00;0.00;61.00;1035.17;15888.00;283283.04;;;;A??es - UGPA3;;PJ;33256439000139;ULTRAPAR PARTICIPACOES S.A.;;;;;;;
